fav_number,statuses_count,followers_count,friends_count,favourites_count,listed_count,lang,location,default_profile,profile_use_background_image,profile_text_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_background_color,profile_link_color,description,dataset
10199,27,25,306,0,0,1,648,1.0,1.0,43,75,108,166,10,2034,1
230,26,15,274,0,0,1,988,1.0,1.0,43,75,108,166,10,1703,1
0,22,13,251,0,0,1,1379,1.0,1.0,43,75,108,166,10,2405,1
11761,35,13,275,0,0,1,397,1.0,1.0,43,75,108,166,10,315,1
1,19,13,263,0,0,1,1117,1.0,1.0,43,75,108,166,10,2021,1
86,22,13,260,0,0,1,225,1.0,1.0,43,75,108,166,10,1006,1
327,28,13,247,0,0,1,1000,1.0,1.0,43,75,108,166,10,286,1
2826,33,22,319,0,0,1,679,1.0,1.0,43,75,108,166,10,193,1
274,37,21,294,0,0,1,989,1.0,1.0,43,75,108,166,10,874,1
2,29,13,306,0,0,1,1471,1.0,1.0,43,75,108,166,10,1463,1
3526,38,12,236,0,0,1,1333,1.0,1.0,43,75,108,166,10,2534,1
8611,24,20,250,0,0,1,1259,1.0,1.0,43,75,108,166,10,2411,1
371,23,10,263,0,0,1,1265,1.0,1.0,43,75,108,166,10,1353,1
2868,29,14,280,0,0,1,868,1.0,1.0,43,75,108,166,10,2534,1
18120,37,20,290,0,0,1,78,1.0,1.0,43,75,108,166,10,2174,1
144,31,15,261,0,0,1,1000,1.0,1.0,43,75,108,166,10,1730,1
1541,24,12,245,0,0,1,610,1.0,1.0,43,75,108,166,10,2534,1
547,24,9,264,0,0,1,274,1.0,1.0,43,75,108,166,10,1583,1
2153,32,14,296,0,0,1,1255,1.0,1.0,43,75,108,166,10,972,1
1129,25,20,263,0,0,1,1284,1.0,1.0,43,75,108,166,10,2534,1
7483,27,14,285,0,0,1,886,1.0,1.0,43,75,108,166,10,1063,1
6612,20,19,243,0,0,1,486,1.0,1.0,43,75,108,166,10,1000,1
487,20,21,267,0,0,1,688,1.0,1.0,43,75,108,166,10,902,1
3910,20,14,254,0,0,1,669,1.0,1.0,43,75,108,166,10,653,1
47,36,13,290,0,0,1,547,1.0,1.0,43,75,108,166,10,2524,1
0,28,15,285,0,0,1,116,1.0,1.0,43,75,108,166,10,2045,1
236,24,17,233,0,0,1,86,1.0,1.0,43,75,108,166,10,2534,1
1409,29,13,280,0,0,1,1070,1.0,1.0,43,75,108,166,10,2534,1
5555,24,15,235,0,0,1,325,1.0,1.0,43,75,108,166,10,630,1
108,18,12,255,0,0,1,1141,1.0,1.0,43,75,108,166,10,2534,1
676,37,42,404,0,0,1,716,1.0,1.0,43,75,108,166,10,1656,1
52,33,18,264,0,0,1,820,1.0,1.0,43,75,108,166,10,188,1
1987,20,17,244,0,0,1,710,1.0,1.0,43,75,108,166,10,2534,1
13831,29,12,239,0,0,1,175,1.0,1.0,43,75,108,166,10,533,1
27901,29,15,297,0,0,1,650,1.0,1.0,43,75,108,166,10,2379,1
27235,20,12,254,0,0,1,1269,1.0,1.0,43,75,108,166,10,22,1
4711,26,23,279,0,0,1,685,1.0,1.0,43,75,108,166,10,1290,1
12081,31,18,250,0,0,1,228,1.0,1.0,43,75,108,166,10,876,1
1276,23,18,233,0,0,1,1433,1.0,1.0,43,75,108,166,10,336,1
16503,40,23,272,0,0,1,580,1.0,1.0,43,75,108,166,10,2519,1
94,29,11,245,0,0,1,151,1.0,1.0,43,75,108,166,10,997,1
1044,27,22,275,0,0,1,379,1.0,1.0,43,75,108,166,10,1504,1
7689,29,14,248,0,0,1,693,1.0,1.0,43,75,108,166,10,2534,1
294,37,16,297,0,0,1,821,1.0,1.0,43,75,108,166,10,1313,1
0,23,21,254,0,0,1,1376,1.0,1.0,43,75,108,166,10,787,1
17,26,11,230,0,0,1,539,1.0,1.0,43,75,108,166,10,1184,1
3,30,15,264,0,0,1,648,1.0,1.0,43,75,108,166,10,2342,1
279,38,22,302,0,0,1,228,1.0,1.0,43,75,108,166,10,820,1
38,28,20,239,0,0,1,1266,1.0,1.0,43,75,108,166,10,2213,1
0,26,21,281,0,0,1,1435,1.0,1.0,43,75,108,166,10,426,1
3487,27,13,275,0,0,1,1065,1.0,1.0,43,75,108,166,10,1174,1
4331,32,16,251,0,0,1,1339,1.0,1.0,43,75,108,166,10,2526,1
47,30,13,274,0,0,1,1352,1.0,1.0,43,75,108,166,10,2534,1
418,31,20,259,0,0,1,380,1.0,1.0,43,75,108,166,10,100,1
6,29,18,291,0,0,1,12,1.0,1.0,43,75,108,166,10,231,1
498,56,25,522,0,0,1,292,1.0,1.0,43,75,108,166,10,1279,1
507,36,15,252,0,0,1,224,1.0,1.0,43,75,108,166,10,1507,1
45,13,21,273,0,0,1,393,1.0,1.0,43,75,108,166,10,2534,1
47,22,11,253,0,0,1,1176,1.0,1.0,43,75,108,166,10,2341,1
7033,26,12,307,0,0,1,1187,1.0,1.0,43,75,108,166,10,2078,1
757,30,22,303,0,0,1,38,1.0,1.0,43,75,108,166,10,109,1
335,34,20,280,0,0,1,1542,1.0,1.0,43,75,108,166,10,2534,1
5275,28,17,281,0,0,1,674,1.0,1.0,43,75,108,166,10,772,1
327,30,14,265,0,0,1,1135,1.0,1.0,43,75,108,166,10,764,1
1,17,20,259,0,0,1,500,1.0,1.0,43,75,108,166,10,2120,1
3959,30,15,271,0,0,1,392,1.0,1.0,43,75,108,166,10,1203,1
1484,29,11,275,0,0,1,1566,1.0,1.0,43,75,108,166,10,2252,1
0,53,13,299,0,0,1,296,1.0,1.0,43,75,108,166,10,605,1
1293,35,16,294,0,0,1,1434,1.0,1.0,43,75,108,166,10,2534,1
4877,36,16,290,0,0,1,821,1.0,1.0,43,75,108,166,10,1798,1
124,35,12,301,0,0,1,182,1.0,1.0,43,75,108,166,10,185,1
6088,26,13,238,0,0,1,1231,1.0,1.0,43,75,108,166,10,1868,1
37062,32,12,286,0,0,1,1256,1.0,1.0,43,75,108,166,10,364,1
76,29,17,252,0,0,1,1520,1.0,1.0,43,75,108,166,10,2534,1
394,34,12,260,0,0,1,1547,1.0,1.0,43,75,108,166,10,952,1
1727,40,16,284,0,0,1,1047,1.0,1.0,43,75,108,166,10,2032,1
5987,28,25,272,0,0,1,170,1.0,1.0,43,75,108,166,10,520,1
2754,26,17,278,0,0,1,544,1.0,1.0,43,75,108,166,10,2369,1
1440,27,7,296,0,0,1,698,1.0,1.0,43,75,108,166,10,216,1
21216,37,20,300,0,0,1,47,1.0,1.0,43,75,108,166,10,2534,1
1433,32,23,284,0,0,1,362,1.0,1.0,43,75,108,166,10,441,1
379,61,42,435,0,0,1,1265,1.0,1.0,43,75,108,166,10,1505,1
6285,32,17,300,0,0,1,1265,1.0,1.0,43,75,108,166,10,1287,1
1,19,13,275,0,0,1,684,1.0,1.0,43,75,108,166,10,2534,1
2587,24,10,259,0,0,1,1548,1.0,1.0,43,75,108,166,10,142,1
53,37,12,290,0,0,1,1443,1.0,1.0,43,75,108,166,10,2130,1
24849,22,12,252,0,0,1,1428,1.0,1.0,43,75,108,166,10,2113,1
433,14,10,237,0,0,1,670,1.0,1.0,43,75,108,166,10,812,1
155,34,13,237,0,0,1,1369,1.0,1.0,43,75,108,166,10,2205,1
7628,22,15,216,0,0,1,1675,1.0,1.0,43,75,108,166,10,1439,1
35,34,14,251,0,0,1,696,1.0,1.0,43,75,108,166,10,300,1
932,21,14,251,0,0,1,850,1.0,1.0,43,75,108,166,10,2534,1
124,22,11,241,0,0,1,960,1.0,1.0,43,75,108,166,10,2534,1
3976,29,7,221,0,0,1,1285,1.0,1.0,43,75,108,166,10,757,1
92,35,12,242,0,0,1,490,1.0,1.0,43,75,108,166,10,2534,1
13662,30,11,272,0,0,1,340,1.0,1.0,43,75,108,166,10,2018,1
0,33,9,237,0,0,1,1370,1.0,1.0,43,75,108,166,10,1894,1
114,22,7,263,0,0,1,1265,1.0,1.0,43,75,108,166,10,2212,1
202,31,12,201,0,0,1,1291,1.0,1.0,43,75,108,166,10,736,1
7834,26,17,215,0,0,1,437,1.0,1.0,43,75,108,166,10,949,1
10,31,8,233,0,0,1,1551,1.0,1.0,43,75,108,166,10,2097,1
0,28,19,224,0,0,1,579,1.0,1.0,43,75,108,166,10,1817,1
14914,32,15,256,0,0,1,233,1.0,1.0,43,75,108,166,10,1674,1
327,28,8,240,0,0,1,306,1.0,1.0,43,75,108,166,10,2534,1
354,20,11,207,0,0,1,6,1.0,1.0,43,75,108,166,10,24,1
19,30,12,224,0,0,1,651,1.0,1.0,43,75,108,166,10,145,1
2649,14,5,190,0,0,1,1318,1.0,1.0,43,75,108,166,10,442,1
2721,28,7,205,0,0,1,1392,1.0,1.0,43,75,108,166,10,46,1
1622,19,14,265,0,0,1,756,1.0,1.0,43,75,108,166,10,2534,1
14186,29,9,197,0,0,1,434,1.0,1.0,43,75,108,166,10,913,1
0,24,16,268,0,0,1,59,1.0,1.0,43,75,108,166,10,2269,1
0,22,11,244,0,0,1,43,1.0,1.0,43,75,108,166,10,2534,1
3082,24,14,204,0,0,1,366,1.0,1.0,43,75,108,166,10,51,1
4899,31,11,242,0,0,1,641,1.0,1.0,43,75,108,166,10,29,1
8773,26,18,219,0,0,1,88,1.0,1.0,43,75,108,166,10,1827,1
2373,26,11,218,0,0,1,455,1.0,1.0,43,75,108,166,10,2267,1
1873,37,16,227,0,0,1,1211,1.0,1.0,43,75,108,166,10,680,1
1369,26,8,232,0,0,1,1323,1.0,1.0,43,75,108,166,10,2201,1
23,24,16,214,0,0,1,859,1.0,1.0,43,75,108,166,10,595,1
5075,19,12,228,0,0,1,768,1.0,1.0,43,75,108,166,10,375,1
484,25,8,203,0,0,1,137,1.0,1.0,43,75,108,166,10,2534,1
7207,35,13,221,0,0,1,1354,1.0,1.0,43,75,108,166,10,77,1
28,18,7,201,0,0,1,648,1.0,1.0,43,75,108,166,10,2084,1
745,25,8,210,0,0,1,76,1.0,1.0,43,75,108,166,10,440,1
54,17,6,204,0,0,1,534,1.0,1.0,43,75,108,166,10,854,1
1072,27,14,202,0,0,1,909,1.0,1.0,43,75,108,166,10,1358,1
2,34,11,228,0,0,1,1355,1.0,1.0,43,75,108,166,10,675,1
42,23,12,210,0,0,1,293,1.0,1.0,43,75,108,166,10,424,1
35,19,16,216,0,0,1,1671,1.0,1.0,43,75,108,166,10,387,1
0,25,8,222,0,0,1,1376,1.0,1.0,43,75,108,166,10,2242,1
0,28,9,224,0,0,1,1597,1.0,1.0,43,75,108,166,10,473,1
2160,23,12,214,0,0,1,1001,1.0,1.0,43,75,108,166,10,1325,1
13543,27,8,219,0,0,1,1654,1.0,1.0,43,75,108,166,10,459,1
43260,30,11,228,0,0,1,596,1.0,1.0,43,75,108,166,10,526,1
5311,20,14,201,0,0,1,1643,1.0,1.0,43,75,108,166,10,1181,1
3373,21,15,236,0,0,1,1588,1.0,1.0,43,75,108,166,10,39,1
621,32,11,253,0,0,1,546,1.0,1.0,43,75,108,166,10,915,1
3209,21,12,211,0,0,1,1104,1.0,1.0,43,75,108,166,10,2046,1
6637,27,13,204,0,0,1,1230,1.0,1.0,43,75,108,166,10,776,1
141,21,7,210,0,0,1,237,1.0,1.0,43,75,108,166,10,234,1
1268,26,11,203,0,0,1,1394,1.0,1.0,43,75,108,166,10,1212,1
65,2,0,37,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
927,1,0,34,0,0,1,648,1.0,1.0,43,75,108,166,10,2400,1
355,4,1,23,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
0,3,0,35,0,0,1,1480,1.0,1.0,43,75,108,166,10,1110,1
31025,3,1,22,0,0,1,661,1.0,1.0,43,75,108,166,10,917,1
154,3,2,44,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
812,4,1,32,0,0,1,1296,1.0,1.0,43,75,108,166,10,2403,1
2535,3,1,33,0,0,1,1324,1.0,1.0,43,75,108,166,10,1191,1
1234,2,1,30,0,0,1,1168,1.0,1.0,43,75,108,166,10,2534,1
390,3,2,29,0,0,1,299,1.0,1.0,43,75,108,166,10,2534,1
20,4,0,37,0,0,1,277,1.0,1.0,43,75,108,166,10,2000,1
1860,3,2,42,0,0,1,98,1.0,1.0,43,75,108,166,10,1517,1
17708,3,2,24,0,0,1,1678,1.0,1.0,43,75,108,166,10,2016,1
136,2,2,26,0,0,1,1678,1.0,1.0,43,75,108,166,10,2397,1
0,3,1,22,0,0,1,1656,1.0,1.0,43,75,108,166,10,2534,1
117,2,0,36,0,0,1,591,1.0,1.0,43,75,108,166,10,672,1
880,2,0,40,0,0,1,686,1.0,1.0,43,75,108,166,10,1501,1
664,3,3,46,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
4047,0,0,32,0,0,1,613,1.0,1.0,43,75,108,166,10,2054,1
59638,1,1,33,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
125456,3,1,27,0,0,1,1181,1.0,1.0,43,75,108,166,10,2534,1
2563,1,1,32,0,0,1,703,1.0,1.0,43,75,108,166,10,408,1
244,2,0,21,0,0,1,1000,1.0,1.0,43,75,108,166,10,1698,1
95,4,2,43,0,0,1,1328,1.0,1.0,43,75,108,166,10,1652,1
0,2,1,24,0,0,1,14,1.0,1.0,43,75,108,166,10,677,1
239,3,1,42,0,0,1,1179,1.0,1.0,43,75,108,166,10,2534,1
86,2,0,39,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
5885,4,4,36,0,0,1,1678,1.0,1.0,43,75,108,166,10,2297,1
532,3,0,37,0,0,1,1678,1.0,1.0,43,75,108,166,10,194,1
729,3,1,39,0,0,1,1038,1.0,1.0,43,75,108,166,10,2534,1
5758,4,3,31,0,0,1,365,1.0,1.0,43,75,108,166,10,2512,1
7645,2,2,38,0,0,1,1278,1.0,1.0,43,75,108,166,10,1456,1
685,2,0,31,0,0,1,747,1.0,1.0,43,75,108,166,10,155,1
352,5,0,31,0,0,1,1209,1.0,1.0,43,75,108,166,10,2534,1
76,3,3,32,0,0,1,153,1.0,1.0,43,75,108,166,10,1087,1
1004,3,1,42,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
6,4,0,17,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
3502,4,0,41,0,0,1,550,1.0,1.0,43,75,108,166,10,1811,1
5881,2,2,24,0,0,1,1472,1.0,1.0,43,75,108,166,10,2534,1
0,3,1,44,0,0,1,1081,1.0,1.0,43,75,108,166,10,1180,1
0,1,2,21,0,0,1,479,1.0,1.0,43,75,108,166,10,479,1
957,3,2,48,0,0,1,1678,1.0,1.0,43,75,108,166,10,1824,1
1895,3,0,48,0,0,1,1678,1.0,1.0,43,75,108,166,10,775,1
327,2,0,38,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
0,5,1,36,0,0,1,1182,1.0,1.0,43,75,108,166,10,2534,1
0,3,0,32,0,0,1,1556,1.0,1.0,43,75,108,166,10,2408,1
562,1,0,11,0,0,1,58,1.0,1.0,43,75,108,166,10,1207,1
5,1,1,32,0,0,1,284,1.0,1.0,43,75,108,166,10,2172,1
51,3,3,54,0,0,1,547,1.0,1.0,43,75,108,166,10,2339,1
10936,3,1,22,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
1194,2,0,31,0,0,1,691,1.0,1.0,43,75,108,166,10,1638,1
40,5,0,41,0,0,1,1678,1.0,1.0,43,75,108,166,10,1689,1
2065,3,0,29,0,0,1,133,1.0,1.0,43,75,108,166,10,2126,1
1675,4,0,40,0,0,1,50,1.0,1.0,43,75,108,166,10,2272,1
1684,2,0,31,0,0,1,778,1.0,1.0,43,75,108,166,10,2049,1
38,4,0,36,0,0,1,1678,1.0,1.0,43,75,108,166,10,1672,1
5,2,2,29,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
2,1,1,32,0,0,1,1678,1.0,1.0,43,75,108,166,10,1245,1
4098,3,1,34,0,0,1,1324,1.0,1.0,43,75,108,166,10,1952,1
1445,4,1,45,0,0,1,1362,1.0,1.0,43,75,108,166,10,2534,1
13,3,0,21,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
1456,2,1,36,0,0,1,1550,1.0,1.0,43,75,108,166,10,1540,1
41942,1,4,25,0,0,1,892,1.0,1.0,43,75,108,166,10,1204,1
1,3,0,39,0,0,1,1678,1.0,1.0,43,75,108,166,10,980,1
452,1,1,24,0,0,1,347,1.0,1.0,43,75,108,166,10,684,1
2460,1,2,22,0,0,1,661,1.0,1.0,43,75,108,166,10,237,1
2831,3,0,42,0,0,1,1265,1.0,1.0,43,75,108,166,10,2062,1
880,2,0,28,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
285,4,0,33,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
400,2,1,38,0,0,1,77,1.0,1.0,43,75,108,166,10,1125,1
5369,2,3,36,0,0,1,1201,1.0,1.0,43,75,108,166,10,766,1
187,0,1,21,0,0,1,358,1.0,1.0,43,75,108,166,10,2195,1
3203,2,0,29,0,0,1,190,1.0,1.0,43,75,108,166,10,2534,1
13525,2,0,33,0,0,1,34,1.0,1.0,43,75,108,166,10,148,1
6645,2,1,36,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
5,2,6,45,0,0,1,876,1.0,1.0,43,75,108,166,10,2534,1
353,3,3,33,0,0,1,480,1.0,1.0,43,75,108,166,10,826,1
599,3,1,38,0,0,1,831,1.0,1.0,43,75,108,166,10,419,1
72,4,1,24,0,0,1,52,1.0,1.0,43,75,108,166,10,2534,1
13,3,0,30,0,0,1,1041,1.0,1.0,43,75,108,166,10,1314,1
9404,1,1,25,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
170,1,1,20,0,0,1,1657,1.0,1.0,43,75,108,166,10,1976,1
6,3,1,23,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
2972,0,1,24,0,0,1,622,1.0,1.0,43,75,108,166,10,2534,1
332,4,1,24,0,0,1,92,1.0,1.0,43,75,108,166,10,2534,1
473,3,0,34,0,0,1,769,1.0,1.0,43,75,108,166,10,1069,1
7739,1,1,23,0,0,1,1678,1.0,1.0,43,75,108,166,10,1895,1
1590,1,2,26,0,0,1,923,1.0,1.0,43,75,108,166,10,2534,1
38210,4,0,25,0,0,1,1678,1.0,1.0,43,75,108,166,10,222,1
3997,2,3,24,0,0,1,1067,1.0,1.0,43,75,108,166,10,2534,1
0,6,2,26,0,0,1,1324,1.0,1.0,43,75,108,166,10,189,1
327,3,1,34,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
676,3,1,22,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
7876,2,0,25,0,0,1,899,1.0,1.0,43,75,108,166,10,1303,1
942,0,1,34,0,0,1,1148,1.0,1.0,43,75,108,166,10,2534,1
170,3,0,24,0,0,1,1678,1.0,1.0,43,75,108,166,10,1732,1
43,4,0,28,0,0,1,1653,1.0,1.0,43,75,108,166,10,1889,1
4637,1,1,21,0,0,1,57,1.0,1.0,43,75,108,166,10,2534,1
0,2,1,22,0,0,1,398,1.0,1.0,43,75,108,166,10,147,1
87,1,0,25,0,0,1,1481,1.0,1.0,43,75,108,166,10,2276,1
1169,3,0,24,0,0,1,1678,1.0,1.0,43,75,108,166,10,807,1
18,2,1,26,0,0,1,678,1.0,1.0,43,75,108,166,10,2035,1
761,3,1,28,0,0,1,1678,1.0,1.0,43,75,108,166,10,1332,1
834,2,1,18,0,0,1,1678,1.0,1.0,43,75,108,166,10,1871,1
22,3,0,31,0,0,1,1193,1.0,1.0,43,75,108,166,10,2534,1
3834,1,1,9,0,0,1,75,1.0,1.0,43,75,108,166,10,835,1
183,4,0,28,0,0,1,608,1.0,1.0,43,75,108,166,10,1092,1
595,2,1,17,0,0,1,1185,1.0,1.0,43,75,108,166,10,2534,1
221,4,1,27,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
2519,3,0,19,0,0,1,1057,1.0,1.0,43,75,108,166,10,1949,1
946,3,1,20,0,0,1,1678,1.0,1.0,43,75,108,166,10,513,1
386,1,1,19,0,0,1,1376,1.0,1.0,43,75,108,166,10,743,1
47,6,0,19,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
1422,1,0,16,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
36745,0,0,17,0,0,1,158,1.0,1.0,43,75,108,166,10,2534,1
913,2,1,21,0,0,1,1661,1.0,1.0,43,75,108,166,10,2014,1
707,0,0,20,0,0,1,1678,1.0,1.0,43,75,108,166,10,610,1
521,2,1,8,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
10919,3,0,15,0,0,1,985,1.0,1.0,43,75,108,166,10,2534,1
1871,1,0,17,0,0,1,424,1.0,1.0,43,75,108,166,10,1738,1
159,3,0,16,0,0,1,1541,1.0,1.0,43,75,108,166,10,2109,1
4573,1,2,19,0,0,1,240,1.0,1.0,43,75,108,166,10,786,1
993,2,2,15,0,0,1,1178,1.0,1.0,43,75,108,166,10,2534,1
12933,1,1,17,0,0,1,399,1.0,1.0,43,75,108,166,10,1836,1
314,1,2,20,0,0,1,378,1.0,1.0,43,75,108,166,10,882,1
71,2,0,15,0,0,1,532,1.0,1.0,43,75,108,166,10,2534,1
0,2,1,20,0,0,1,1678,1.0,1.0,43,75,108,166,10,1481,1
313,2,1,14,0,0,1,1628,1.0,1.0,43,75,108,166,10,2534,1
1009,1,0,18,0,0,1,1678,1.0,1.0,43,75,108,166,10,745,1
1,1,2,15,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
781,2,2,15,0,0,1,477,1.0,1.0,43,75,108,166,10,1809,1
3459,2,1,18,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
7,3,1,22,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
253,2,0,18,0,0,1,1325,1.0,1.0,43,75,108,166,10,744,1
34,2,0,22,0,0,1,79,1.0,1.0,43,75,108,166,10,1825,1
0,2,0,24,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
11654,1,1,12,0,0,1,630,1.0,1.0,43,75,108,166,10,2493,1
874,1,1,21,0,0,1,653,1.0,1.0,43,75,108,166,10,760,1
0,2,1,19,0,0,1,294,1.0,1.0,43,75,108,166,10,2534,1
523,1,0,17,0,0,1,776,1.0,1.0,43,75,108,166,10,867,1
0,0,1,17,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
327,2,0,15,0,0,1,1023,1.0,1.0,43,75,108,166,10,2534,1
251,2,0,16,0,0,1,1678,1.0,1.0,43,75,108,166,10,2534,1
35222,0,0,17,0,0,1,1678,1.0,1.0,43,75,108,166,10,765,1
0,20370,5470,2385,145,52,5,1005,0.0,1.0,7,109,173,160,356,694,0
68,3131,506,381,9,40,1,1021,0.0,1.0,43,125,108,166,10,334,0
7696,4024,264,87,323,16,1,551,0.0,1.0,78,11,0,55,112,462,0
202,40586,640,622,1118,32,1,1678,0.0,1.0,49,125,65,5,17,1628,0
37318,2016,62,64,13,0,5,1458,0.0,1.0,43,105,151,153,123,1085,0
3901,3603,138,179,53,1,5,1017,0.0,1.0,77,125,105,178,78,1797,0
4122,1183,128,168,2,5,1,739,0.0,1.0,43,105,138,39,232,890,0
80,6194,1062,1770,597,5,5,1678,0.0,1.0,43,105,151,153,123,1153,0
1825,10962,23368,958,590,715,1,1456,0.0,0.0,0,58,176,36,48,693,0
3115,10947,760,712,693,27,5,280,0.0,0.0,153,0,103,39,232,1720,0
516,2754,477,218,224,13,5,572,0.0,1.0,43,73,109,143,10,84,0
0,26713,1390,1177,914,68,1,1014,0.0,0.0,43,125,152,166,10,1712,0
3371,4111,314,338,47,8,5,1021,0.0,1.0,0,125,94,139,1,1219,0
0,1441,97,203,25,2,5,723,0.0,1.0,43,122,152,267,18,2117,0
13928,1698,289,1930,45,3,5,1678,0.0,1.0,0,54,114,143,1,256,0
0,402,93,78,36,4,5,771,0.0,1.0,75,88,120,233,211,2412,0
1762,16935,2242,918,44,124,1,1021,0.0,1.0,43,96,145,228,230,2031,0
5,9437,689,891,199,37,5,1315,0.0,1.0,121,125,164,213,314,647,0
1,3742,505,571,100,3,5,1659,0.0,1.0,174,125,150,77,315,1385,0
160,770,81,181,89,2,5,682,0.0,1.0,51,40,56,113,356,1867,0
18751,1430,128,371,204,1,5,888,0.0,1.0,43,52,70,121,358,2303,0
5454,6996,899,305,346,28,1,723,0.0,1.0,77,81,105,178,78,1038,0
133,3284,375,1039,1,8,1,1678,0.0,1.0,62,98,76,106,163,870,0
2871,160,46,146,22,0,3,1115,1.0,1.0,43,75,108,166,10,581,0
228,292,57,110,5,0,1,726,1.0,1.0,43,75,108,166,10,1350,0
1051,5876,616,647,1061,29,5,1017,0.0,1.0,54,125,155,214,293,1037,0
0,7534,1132,1096,6,52,1,1013,0.0,1.0,43,105,138,39,15,519,0
5601,1294,254,276,89,8,5,796,0.0,1.0,101,8,41,208,239,751,0
4068,6340,298,419,5,15,1,723,0.0,1.0,0,0,113,0,360,889,0
4408,5472,6352,3873,65,11,5,1528,0.0,1.0,43,105,138,39,232,1571,0
1,22540,2065,1125,0,64,5,1051,0.0,1.0,0,1,136,4,9,169,0
103,732,85,338,16,3,1,1331,0.0,1.0,43,0,151,153,123,2384,0
1322,38781,623,323,1209,22,1,1021,0.0,1.0,78,11,26,55,112,522,0
901,10451,1265,323,38,24,5,726,0.0,1.0,0,97,117,265,21,1788,0
72,2784,256,873,284,2,5,1527,0.0,1.0,43,96,145,228,230,2329,0
49,823,43,109,5,1,5,738,0.0,1.0,49,36,65,5,17,2392,0
764,442,79,259,0,3,1,648,1.0,1.0,43,75,108,166,10,1776,0
748,350,86,131,116,3,1,1261,0.0,1.0,112,114,142,105,197,1252,0
3399,3694,393,1047,6,8,1,715,0.0,1.0,43,125,138,163,271,1523,0
1900,9686,208,196,219,4,5,1678,0.0,1.0,78,11,26,55,112,1026,0
29,16427,555,755,8,18,1,27,0.0,1.0,0,19,39,0,356,271,0
12,1006,85,121,19,1,1,763,0.0,1.0,43,105,176,156,223,484,0
711,1122,300,951,8,6,5,1252,0.0,1.0,133,65,61,151,295,698,0
4525,1386,88,267,106,0,1,1028,0.0,1.0,53,125,67,86,294,2381,0
172,18267,1964,2003,22732,4,5,1109,0.0,1.0,4,125,75,31,344,1945,0
85,15365,3813,1505,550,63,1,26,0.0,1.0,79,2,126,272,98,692,0
552,2242,552,1446,13,8,1,900,0.0,1.0,86,60,16,272,236,1049,0
4561,4149,279,64,20,22,1,564,0.0,1.0,53,51,67,86,294,1740,0
1472,8384,2526,299,1178,41,5,719,0.0,1.0,21,64,73,5,159,1472,0
11,612,100,259,24,2,5,996,0.0,1.0,165,24,63,99,354,2169,0
0,660,126,407,0,0,1,1486,0.0,0.0,95,80,176,272,24,2270,0
12,5287,849,1846,117,3,5,1225,0.0,1.0,78,11,26,55,112,798,0
313,2275,165,285,181,4,1,164,0.0,1.0,43,75,108,166,10,553,0
104,3551,87,174,7,2,1,577,0.0,1.0,43,92,95,183,147,869,0
11,282,12,36,6,0,5,1046,0.0,1.0,43,105,138,39,232,1276,0
16836,493,47,80,24,0,5,1242,0.0,1.0,77,81,105,178,78,2452,0
0,1012,283,268,15,3,1,184,0.0,1.0,43,73,96,143,10,612,0
983,1706,134,257,0,2,1,211,0.0,0.0,43,125,161,272,10,1443,0
1312,103,45,66,0,0,5,122,0.0,1.0,44,0,0,123,195,2036,0
565,189,35,178,6,0,5,1678,0.0,1.0,43,0,152,272,356,1678,0
1628,3720,179,154,6,2,1,1319,0.0,1.0,43,75,108,166,10,686,0
6559,1566,110,295,71,1,1,1017,0.0,1.0,7,109,173,160,356,1873,0
27753,1672,627,1089,11,4,5,417,0.0,1.0,7,109,173,160,356,350,0
